pairIdx	entry	syn	pressure_entry	syns_WordNet	WNpressure_entry	WNsenses_entry	WNsenses_syn	syns_WNExt	WNExt_word	DiachrD_entry	DiachrD_syn	DiachrDG_entry	DiachrDG_syn	DiachrDG_pair_avg	DiachrDG_pair_avgstd	FO_entry	FO_syn	FE_entry	FE_syn	EnoughFreq	FGO_entry	FGO_syn	FGE_entry	FGE_syn	FEv_entry	FEv_syn	Lev	SDO	SDE	Div	SDGO	SDGE	Dec_avg	Dec_avgstd
0	abbreviation	abridgment	2	False	0	2	1	False		0.8571428571428572	0.9847715736040608	avg	avgstd	both	syn	9	22	8	3	False	0	0	0	0	0	0	8	0.85934526	0.92721386	0.06786859999999995	mid	mid	LD	LPC
1	abbreviation	contraction	2	False	0	2	4	False		0.8571428571428572	0.6486486486486487	avg		entry		9	71	8	67	False	0	1	0	0	0	-1	8	0.78264285	0.95168509	0.16904224	mid	far	LD	LD
2	abomination	abhorrence	16	True	5	3	1	True		0.9189189189189187	0.88268156424581	avg	avg	both		28	44	29	8	False	0	0	0	0	0	0	9	0.75504717	0.92401593	0.16896876000000005	mid	mid	LD	LD
3	abomination	curse	16	False	5	3	5	False		0.9189189189189187	0.7577639751552795	avg		entry		28	298	29	267	True	0	2	0	1	0	-1	11	0.79823824	0.75465081	-0.04358742999999998	mid	mid	LPC	LPC
4	abomination	hatred	16	False	5	3	1	False		0.9189189189189187	0.5815602836879432	avg		entry		28	327	29	385	True	0	2	0	2	0	0	9	0.77996374	0.83075248	0.05078874	mid	mid	LD	LPC
5	abomination	plague	16	False	5	3	5	False		0.9189189189189187	0.6928104575163399	avg		entry		28	172	29	229	True	0	1	0	1	0	0	10	0.81287978	0.82197033	0.00909054999999992	mid	mid	LPC	LPC
6	abomination	abuse	16	False	5	3	3	False		0.9189189189189187	0.9247311827956988	avg	avg	both		28	242	29	808	True	0	2	0	3	0	1	9	0.94294003	0.89579346	-0.04714657	far	mid	LPC	LPC
7	abomination	detestation	16	True	5	3	1	True		0.9189189189189187	0.8023952095808383	avg		entry		28	17	29	3	False	0	0	0	0	0	0	6	0.78878847	0.86886257	0.08007410000000004	mid	mid	LD	LPC
8	abomination	horror	16	False	5	3	3	False		0.9189189189189187	0.6206896551724138	avg		entry		28	685	29	714	True	0	3	0	3	0	0	9	0.74486088	0.77838661	0.03352573000000003	mid	mid	LD	LPC
9	abomination	shame	16	False	5	3	3	False		0.9189189189189187	0.6111111111111112	avg		entry		28	783	29	724	True	0	3	0	3	0	0	10	0.80837764	0.83933086	0.030953220000000004	mid	mid	LD	LPC
10	abomination	annoyance	16	False	5	3	5	False		0.9189189189189187	0.7341772151898734	avg		entry		28	181	29	122	True	0	1	0	1	0	0	9	0.91842473	0.86615377	-0.05227095999999998	far	mid	LPC	LPC
11	abomination	disgust	16	False	5	3	1	False		0.9189189189189187	0.6206896551724138	avg		entry		28	261	29	303	True	0	2	0	2	0	0	10	0.89859426	0.88251333	-0.016080929999999993	far	mid	LPC	LPC
12	abomination	iniquity	16	False	5	3	2	False		0.9189189189189187	0.7804878048780488	avg		entry		28	63	29	9	False	0	1	0	0	0	-1	9	0.69239544	0.77008821	0.07769277000000008	mid	mid	LD	LPC
13	abomination	villainy	16	False	5	3	2	False		0.9189189189189187	0.9637305699481864	avg	avgstd	both	syn	28	39	29	7	False	0	0	0	0	0	0	9	0.82358448	0.92354297	0.09995849000000001	mid	mid	LD	LPC
14	abomination	aversion	16	False	5	3	2	False		0.9189189189189187	0.8165680473372781	avg		entry		28	120	29	65	True	0	1	0	0	0	-1	7	0.85530194	0.9383209	0.08301895999999997	mid	far	LD	LPC
15	abomination	evil	16	False	5	3	3	False		0.9189189189189187	0.75	avg		entry		28	808	29	547	True	0	3	0	2	0	-1	10	0.76747728	0.72243879	-0.04503849000000004	mid	mid	LPC	LPC
16	abomination	nuisance	16	False	5	3	2	False		0.9189189189189187	0.8165680473372781	avg		entry		28	107	29	132	True	0	1	0	1	0	0	9	0.90143203	0.97124909	0.06981705999999999	far	far	LD	LPC
17	abomination	crime	16	False	5	3	2	False		0.9189189189189187	0.6111111111111112	avg		entry		28	1071	29	1753	True	0	4	0	4	0	0	10	0.81943818	0.83669709	0.017258910000000016	mid	mid	LPC	LPC
18	abridgment	abbreviation	6	False	3	1	2	False		0.9847715736040608	0.8571428571428572	avgstd	avg	both	entry	22	9	3	8	False	0	0	0	0	0	0	8	0.85934526	0.92721386	0.06786859999999995	mid	mid	LD	LPC
19	abridgment	epitome	6	False	3	1	2	False		0.9847715736040608	0.98989898989899	avgstd	avgstd	both	both	22	35	3	39	False	0	0	0	0	0	0	7	0.7170744	0.94357729	0.22650289	mid	far	LD	LD
20	abridgment	summary	6	False	3	1	1	False		0.9847715736040608	0.75	avgstd		entry	entry	22	139	3	251	False	0	1	0	1	0	0	9	0.8227813	0.97452667	0.15174537	mid	far	LD	LD
21	abridgment	compendium	6	False	3	1	2	False		0.9847715736040608	0.8700564971751412	avgstd	avg	both	entry	22	5	3	32	False	0	0	0	0	0	0	10	0.83839449	0.91197268	0.07357818999999999	mid	mid	LD	LPC
22	abridgment	outline	6	False	3	1	3	False		0.9847715736040608	0.8023952095808383	avgstd		entry	entry	22	345	3	302	False	0	2	0	2	0	0	9	0.86762562	0.94249666	0.07487104	mid	far	LD	LPC
23	abridgment	analysis	6	False	3	1	6	False		0.9847715736040608	0.7878787878787878	avgstd		entry	entry	22	250	3	1473	False	0	2	0	4	0	2	9	0.78669403	1.05102808	0.26433405	mid	far	LD	LD
24	abstinence	frugality	4	False	1	2	1	False		0.8636363636363636	0.7654320987654322	avg		entry		49	20	48	38	True	0	0	0	0	0	0	10	0.75617878	0.88502411	0.12884532999999998	mid	mid	LD	LD
25	abstinence	sobriety	4	False	1	2	4	False		0.8636363636363636	0.75	avg		entry		49	52	48	28	True	0	0	0	0	0	0	8	0.74837357	0.78558784	0.037214269999999994	mid	mid	LD	LPC
26	abstinence	moderation	4	False	1	2	4	False		0.8636363636363636	0.7012987012987013	avg		entry		49	133	48	61	True	0	1	0	0	0	-1	10	0.69016077	0.7698649	0.07970412999999998	mid	mid	LD	LPC
27	abuse	ruin	9	False	8	3	6	False		0.9247311827956988	0.8095238095238095	avg		entry		242	460	808	147	True	2	3	3	1	1	-2	4	0.9038143	0.92124196	0.017427660000000067	far	mid	LPC	LPC
28	abuse	damage	9	False	8	3	5	False		0.9247311827956988	0.8023952095808383	avg		entry		242	285	808	1004	True	2	2	3	3	1	1	4	0.8868554	0.89191943	0.005064029999999997	far	mid	LPC	LPC
29	abuse	slander	9	False	8	3	2	False		0.9247311827956988	0.8023952095808383	avg		entry		242	49	808	21	True	2	0	3	0	1	0	6	0.6664425	0.8187288	0.15228629999999999	mid	mid	LD	LD
30	abuse	pervert	9	False	8	3	1	False		0.9247311827956988	0.9637305699481864	avg	avgstd	both	syn	242	2	808	37	False	2	0	3	0	1	0	6	0.841335	0.91947598	0.07814097999999992	mid	mid	LD	LPC
31	abuse	defile	9	False	8	3	1	False		0.9247311827956988	0.979591836734694	avg	avgstd	both	syn	242	14	808	1	False	2	0	3	0	1	0	5	0.93589271	1.01419591	0.07830320000000002	far	far	LD	LPC
32	abuse	prostitute	9	False	8	3	1	False		0.9247311827956988	0.9637305699481864	avg	avgstd	both	syn	242	7	808	105	False	2	0	3	1	1	1	8	0.92484942	0.88625428	-0.03859514000000008	far	mid	LPC	LPC
33	abuse	harm	9	False	8	3	3	False		0.9247311827956988	0.7577639751552795	avg		entry		242	676	808	555	True	2	3	3	2	1	-1	5	0.77293056	0.76381162	-0.00911894000000002	mid	mid	LPC	LPC
34	abuse	misuse	9	True	8	3	1	True		0.9247311827956988	0.9583333333333334	avg	avgstd	both	syn	242	36	808	54	True	2	0	3	0	1	0	3	0.56190651	0.53794489	-0.023961620000000017	close	close	LPC	LPC
35	abuse	reproach	9	False	8	3	2	False		0.9247311827956988	0.7730061349693251	avg		entry		242	206	808	60	True	2	2	3	0	1	-2	8	0.73635026	0.9225145	0.18616423999999998	mid	mid	LD	LD
36	accessory	companion	11	False	6	3	3	False		0.8165680473372781	0.8888888888888888		avg	syn		15	1399	19	532	True	0	4	0	2	0	-2	9	1.08089529	0.95985141	-0.12104387999999999	far	far	LPC	LPC
37	accessory	accomplice	11	False	6	3	1	False		0.8165680473372781	0.7878787878787878					15	48	19	39	True	0	0	0	0	0	0	7	0.73920055	0.87465121	0.13545066000000006	mid	mid	LD	LD
38	accessory	attendant	11	False	6	3	3	False		0.8165680473372781	0.9304812834224598		avg	syn		15	49	19	65	True	0	0	0	0	0	0	7	0.94325208	1.01454674	0.07129465999999984	far	far	LD	LPC
39	accessory	confederate	11	False	6	3	3	False		0.8165680473372781	0.6577181208053691					15	717	19	132	True	0	3	0	1	0	-2	10	1.06940588	1.03879722	-0.030608659999999954	far	far	LPC	LPC
40	accessory	ally	11	False	6	3	2	False		0.8165680473372781	0.8165680473372781					15	161	19	207	True	0	1	0	1	0	0	7	0.99300679	0.9935467	0.0005399099999999768	far	far	LPC	LPC
41	accessory	follower	11	False	6	3	2	False		0.8165680473372781	0.7577639751552795					15	122	19	46	True	0	1	0	0	0	-1	8	1.00058757	0.94593723	-0.05465034000000002	far	far	LPC	LPC
42	accessory	partner	11	False	6	3	3	False		0.8165680473372781	0.7730061349693251					15	405	19	1283	True	0	2	0	3	0	1	8	0.93384082	0.90292297	-0.030917850000000024	far	mid	LPC	LPC
43	accessory	colleague	11	False	6	3	2	False		0.8165680473372781	0.7577639751552795					15	87	19	304	True	0	1	0	2	0	1	9	1.04923085	0.98818174	-0.06104911000000002	far	far	LPC	LPC
44	accessory	helper	11	False	6	3	2	False		0.8165680473372781	0.9690721649484536		avgstd	syn	syn	15	51	19	71	True	0	0	0	0	0	0	7	1.02961188	0.8293771	-0.20023478000000006	far	mid	LPC	LPC
45	accident	adventure	11	False	3	2	1	False		0.717948717948718	0.7654320987654322					938	456	1154	586	True	4	2	3	2	-1	0	7	0.86591509	0.92172531	0.05581022000000002	mid	mid	LD	LPC
46	accident	contingency	11	False	3	2	2	False		0.717948717948718	0.9130434782608696		avg	syn		938	68	1154	85	True	4	1	3	1	-1	0	8	0.68838101	0.92474289	0.23636188000000002	mid	mid	LD	LD
47	accident	misfortune	11	False	3	2	2	False		0.717948717948718	0.7261146496815287					938	342	1154	81	True	4	2	3	0	-1	-2	9	0.56160983	0.66870729	0.10709745999999998	close	mid	LD	LD
48	accident	calamity	11	False	3	2	1	False		0.717948717948718	0.7577639751552795					938	197	1154	66	True	4	2	3	0	-1	-2	7	0.76770126	0.72829268	-0.039408580000000026	mid	mid	LPC	LPC
49	accident	disaster	11	False	3	2	3	False		0.717948717948718	0.7878787878787878					938	370	1154	719	True	4	2	3	3	-1	1	8	0.73573131	0.55588146	-0.17984984999999998	mid	close	LPC	LPC
50	accident	hazard	11	False	3	2	3	False		0.717948717948718	0.907103825136612		avg	syn		938	80	1154	122	True	4	1	3	1	-1	0	7	0.87071668	0.81147179	-0.059244889999999995	mid	mid	LPC	LPC
51	accident	mishap	11	False	3	2	2	False		0.717948717948718	0.98989898989899		avgstd	syn	syn	938	70	1154	38	True	4	1	3	0	-1	-1	7	0.68643501	0.82150628	0.13507127000000008	mid	mid	LD	LD
52	accident	casualty	11	False	3	2	4	False		0.717948717948718	0.9304812834224598		avg	syn		938	14	1154	72	True	4	0	3	0	-1	0	7	0.72088253	0.76051817	0.03963563999999997	mid	mid	LD	LPC
53	accident	incident	11	False	3	2	2	False		0.717948717948718	0.8095238095238095					938	802	1154	613	True	4	3	3	2	-1	-1	2	0.72075147	0.68673791	-0.03401356	mid	mid	LPC	LPC
54	accident	chance	11	False	3	2	5	False		0.717948717948718	0.7577639751552795					938	2699	1154	3770	True	4	4	3	4	-1	0	7	0.62815154	0.81063785	0.18248631000000004	mid	mid	LD	LD
55	accident	hap	11	False	3	2	1	False		0.717948717948718	0.98989898989899		avgstd	syn	syn	938	8	1154	21	False	4	0	3	0	-1	0	8	0.92421392	0.94004975	0.015835829999999995	far	far	LPC	LPC
56	acquaintance	association	8	False	5	3	8	False		0.8023952095808383	0.7804878048780488					964	1029	179	2388	True	4	4	1	4	-3	0	9	0.830186	1.03268446	0.20249846000000005	mid	far	LD	LD
57	acquaintance	experience	8	False	5	3	3	False		0.8023952095808383	0.8372093023255813		avg	syn		964	2716	179	3450	True	4	4	1	4	-3	0	8	0.80339399	0.79360135	-0.009792640000000019	mid	mid	LPC	LPC
58	acquaintance	fellowship	8	False	5	3	3	False		0.8023952095808383	0.8304093567251463					964	198	179	146	True	4	2	1	1	-3	-1	12	0.90122092	0.8731492	-0.028071720000000022	far	mid	LPC	LPC
59	acquaintance	intimacy	8	False	5	3	3	True	familiarity	0.8023952095808383	0.88268156424581		avg	syn		964	218	179	439	True	4	2	1	2	-3	0	9	0.49104855	0.69643288	0.20538433000000006	close	mid	LD	LD
60	acquaintance	companionship	8	False	5	3	1	False		0.8023952095808383	0.8439306358381503		avg	syn		964	310	179	92	True	4	2	1	1	-3	-1	11	0.71877521	0.75999857	0.04122336000000004	mid	mid	LD	LPC
61	acquaintance	familiarity	8	True	5	3	5	True		0.8023952095808383	0.8235294117647058					964	232	179	156	True	4	2	1	1	-3	-1	11	0.53895831	0.58769635	0.04873803999999993	close	close	LD	LPC
62	acquaintance	friendship	8	False	5	3	1	False		0.8023952095808383	0.6842105263157895					964	910	179	475	True	4	3	1	2	-3	-1	11	0.60813751	0.62709309	0.018955579999999972	mid	close	LPC	LPC
63	acquaintance	knowledge	8	False	5	3	1	True	familiarity	0.8023952095808383	0.7261146496815287					964	3428	179	2668	True	4	4	1	4	-3	0	11	0.57566293	0.67691514	0.10125220999999995	close	mid	LD	LPC
64	act	accomplishment	14	False	8	5	2	False		0.7878787878787878	0.7730061349693251					2738	179	3056	149	True	4	1	4	1	0	0	11	0.86538486	0.85470951	-0.010675350000000083	mid	mid	LPC	LPC
65	act	execution	14	False	8	5	7	False		0.7878787878787878	0.8095238095238095					2738	481	3056	207	True	4	3	4	1	0	-2	7	0.87286808	0.89558775	0.02271966999999997	far	mid	LPC	LPC
66	act	movement	14	False	8	5	11	False		0.7878787878787878	0.8505747126436781		avg	syn		2738	2891	3056	2552	True	4	4	4	4	0	0	7	0.92870585	0.93237583	0.0036699799999999616	far	far	LPC	LPC
67	act	achievement	14	False	8	5	1	False		0.7878787878787878	0.8888888888888888		avg	syn		2738	223	3056	577	True	4	2	4	2	0	0	8	0.99863345	0.97638323	-0.022250219999999987	far	far	LPC	LPC
68	act	exercise	14	False	8	5	6	False		0.7878787878787878	0.6754966887417219					2738	794	3056	1115	True	4	3	4	3	0	0	7	0.71957397	0.85728516	0.13771118999999998	mid	mid	LD	LD
69	act	operation	14	False	8	5	11	False		0.7878787878787878	0.8235294117647058					2738	692	3056	1342	True	4	3	4	3	0	0	8	0.75815069	0.8899919	0.13184120999999993	mid	mid	LD	LD
70	act	action	14	False	8	5	10	False		0.7878787878787878	0.88268156424581		avg	syn		2738	3595	3056	3237	True	4	4	4	4	0	0	3	0.81250891	0.7846064	-0.02790250999999999	mid	mid	LPC	LPC
71	act	exertion	14	False	8	5	1	False		0.7878787878787878	0.8235294117647058					2738	194	3056	70	True	4	2	4	0	0	-2	7	0.88681651	0.95368315	0.06686664000000009	far	far	LD	LPC
72	act	performance	14	False	8	5	5	False		0.7878787878787878	0.8764044943820225		avg	syn		2738	619	3056	2160	True	4	3	4	4	0	1	9	0.72810962	0.91461879	0.18650917	mid	mid	LD	LD
73	act	consummation	14	False	8	5	2	False		0.7878787878787878	0.8571428571428572		avg	syn		2738	80	3056	12	True	4	1	4	0	0	-1	11	0.90155463	0.78245982	-0.11909481	far	mid	LPC	LPC
74	act	deed	14	True	8	5	2	True		0.7878787878787878	0.7421383647798743					2738	446	3056	159	True	4	2	4	1	0	-1	4	0.69326269	0.72203232	0.02876962999999999	mid	mid	LD	LPC
75	act	feat	14	False	8	5	1	False		0.7878787878787878	0.8888888888888888		avg	syn		2738	139	3056	161	True	4	1	4	1	0	0	3	0.96939162	1.00373547	0.034343850000000065	far	far	LD	LPC
76	act	transaction	14	False	8	5	1	False		0.7878787878787878	0.7951807228915663					2738	161	3056	212	True	4	1	4	1	0	0	8	0.87346319	0.84573782	-0.02772536999999997	far	mid	LPC	LPC
77	act	motion	14	False	8	5	7	False		0.7878787878787878	0.7577639751552795					2738	1268	3056	1247	True	4	4	4	3	0	-1	5	0.98908418	1.01646881	0.02738462999999991	far	far	LD	LPC
78	address	discretion	7	False	6	8	5	False		0.8700564971751412	0.8095238095238095	avg		entry		766	303	965	135	True	3	2	3	1	0	-1	8	0.93544648	0.92866936	-0.00677711999999997	far	far	LPC	LPC
79	address	manners	7	False	6	8	1	False		0.8700564971751412	0.7341772151898734	avg		entry		766	832	965	304	True	3	3	3	2	0	-1	5	0.83424828	1.00212596	0.16787768000000014	mid	far	LD	LD
80	address	readiness	7	False	6	8	4	False		0.8700564971751412	0.9247311827956988	avg	avg	both		766	336	965	117	True	3	2	3	1	0	-1	4	0.88406496	1.00536296	0.12129800000000002	far	far	LD	LD
81	address	courtesy	7	False	6	8	3	False		0.8700564971751412	0.9528795811518324	avg	avgstd	both	syn	766	523	965	345	True	3	3	3	2	0	-1	5	0.72527227	0.90615201	0.18087973999999996	mid	mid	LD	LD
82	address	ingenuity	7	False	6	8	2	False		0.8700564971751412	0.717948717948718	avg		entry		766	230	965	84	True	3	2	3	1	0	-1	9	0.92472967	1.04702265	0.12229298	far	far	LD	LD
83	address	politeness	7	False	6	8	2	False		0.8700564971751412	0.8505747126436781	avg	avg	both		766	175	965	94	True	3	1	3	1	0	0	7	0.82755496	1.0021514	0.17459644000000007	mid	far	LD	LD
84	adherent	aid	4	False	1	1	4	False		0.7951807228915663	0.8165680473372781					21	1211	6	1120	False	0	4	0	3	0	-1	7	0.97139387	1.03371623	0.06232236000000002	far	far	LD	LPC
85	adherent	ally	4	False	1	1	2	False		0.7951807228915663	0.8165680473372781					21	161	6	207	False	0	1	0	1	0	0	7	0.73329518	1.00485975	0.27156457	mid	far	LD	LD
86	adherent	disciple	4	True	1	1	1	True		0.7951807228915663	0.6928104575163399					21	125	6	48	False	0	1	0	0	0	-1	8	0.78092507	0.97419831	0.19327324	mid	far	LD	LD
87	affront	insult	2	True	1	1	2	True		0.8950276243093923	0.7730061349693251	avg		entry		43	212	51	171	True	0	2	0	1	0	-1	6	0.42914211	0.5986475	0.16950538999999998	close	close	LD	LD
88	affront	teas	2	False	1	1	0	False		0.8950276243093923	0.8700564971751412	avg	avg	both		43	36	51	64	True	0	0	0	0	0	0	7	1.04214172	0.9921213	-0.050020420000000065	far	far	LPC	LPC
89	agent	actor	6	False	4	6	2	False		0.7341772151898734	0.6206896551724138					808	279	1472	738	True	3	2	4	3	1	1	4	0.75906766	0.74283892	-0.016228740000000075	mid	mid	LPC	LPC
90	agent	factor	6	True	4	6	7	True		0.7341772151898734	0.8505747126436781		avg	syn		808	279	1472	861	True	3	2	4	3	1	1	5	0.67564629	0.9202886	0.24464231000000003	mid	mid	LD	LD
91	agent	operator	6	False	4	6	5	False		0.7341772151898734	0.9189189189189187		avg	syn		808	143	1472	381	True	3	1	4	2	1	1	6	0.77245723	0.7410023	-0.03145492999999999	mid	mid	LPC	LPC
92	agent	doer	6	False	4	6	1	False		0.7341772151898734	0.8505747126436781		avg	syn		808	21	1472	6	False	3	0	4	0	1	0	4	0.83182338	0.84710519	0.015281809999999951	mid	mid	LPC	LPC
93	agent	instrument	6	False	4	6	6	False		0.7341772151898734	0.7730061349693251					808	541	1472	568	True	3	3	4	2	1	-1	7	0.73719165	0.80697467	0.06978302000000003	mid	mid	LD	LPC
94	agent	mover	6	False	4	6	4	False		0.7341772151898734	0.9528795811518324		avgstd	syn	syn	808	27	1472	36	True	3	0	4	0	1	0	5	0.80409942	0.96031754	0.15621812000000002	mid	far	LD	LD
95	agriculture	cultivation	6	False	7	4	5	False		0.7012987012987013	0.6206896551724138					308	272	405	70	True	2	2	2	0	0	-2	10	0.61937381	0.68757271	0.06819889999999995	mid	mid	LD	LPC
96	agriculture	gardening	6	False	7	4	1	False		0.7012987012987013	0.8636363636363636		avg	syn		308	41	405	167	True	2	0	2	1	0	1	10	0.6857074	0.76780359	0.08209619000000001	mid	mid	LD	LPC
97	agriculture	culture	6	False	7	4	7	False		0.7012987012987013	0.8888888888888888		avg	syn		308	818	405	2830	True	2	3	2	4	0	1	4	0.74433328	0.81966672	0.07533343999999997	mid	mid	LD	LPC
98	agriculture	horticulture	6	False	7	4	1	True	husbandry	0.7012987012987013	0.8571428571428572		avg	syn		308	11	405	21	True	2	0	2	0	0	0	3	0.61220189	0.58274125	-0.029460640000000038	mid	close	LPC	LPC
99	agriculture	farming	6	True	7	4	2	True		0.7012987012987013	0.75					308	4	405	7	False	2	0	2	0	0	0	10	0.5081345	0.43725619	-0.07087831000000006	close	close	LPC	LPC
100	agriculture	husbandry	6	True	7	4	1	True		0.7012987012987013	0.8165680473372781					308	9	405	28	False	2	0	2	0	0	0	10	0.63779398	0.53822131	-0.09957267000000003	mid	close	LPC	LPC
101	aim	aspiration	11	False	9	4	4	False		0.7951807228915663	0.9690721649484536		avgstd	syn	syn	569	99	369	38	True	3	1	2	0	-1	-1	8	0.89796105	0.86717169	-0.030789359999999988	far	mid	LPC	LPC
102	aim	endeavor	11	False	9	4	2	True	attempt	0.7951807228915663	0.88268156424581		avg	syn		569	243	369	114	True	3	2	2	1	-1	-1	7	0.65406603	0.69427144	0.04020541	mid	mid	LD	LPC
103	aim	intention	11	True	9	4	3	True		0.7951807228915663	0.7654320987654322					569	886	369	448	True	3	3	2	2	-1	-1	8	0.6938874	0.63437366	-0.05951374000000009	mid	close	LPC	LPC
104	aim	design	11	True	9	4	7	True		0.7951807228915663	0.907103825136612		avg	syn		569	667	369	2214	True	3	3	2	4	-1	1	5	0.71905479	0.80043884	0.08138404999999993	mid	mid	LD	LPC
105	aim	goal	11	False	9	4	4	True	purpose	0.7951807228915663	0.8165680473372781					569	202	369	1517	True	3	2	2	4	-1	2	4	0.64162513	0.29217423	-0.3494509	mid	close	LPC	LPC
106	aim	mark	11	False	9	4	15	False		0.7951807228915663	0.9304812834224598		avg	syn		569	554	369	761	True	3	3	2	3	-1	0	3	0.82135229	0.98540374	0.16405145	mid	far	LD	LD
107	aim	determination	11	False	9	4	5	False		0.7951807228915663	0.8165680473372781					569	561	369	398	True	3	3	2	2	-1	-1	11	0.86239981	0.88933938	0.026939570000000024	mid	mid	LD	LPC
108	aim	inclination	11	False	9	4	8	False		0.7951807228915663	0.7730061349693251					569	265	369	124	True	3	2	2	1	-1	-1	9	0.98849295	0.95219764	-0.03629531000000008	far	far	LPC	LPC
109	aim	object	11	True	9	4	5	True		0.7951807228915663	0.7804878048780488					569	2230	369	1255	True	3	4	2	3	-1	-1	6	0.51672305	0.7364075	0.21968445000000003	close	mid	LD	LD
110	aim	end	11	False	9	4	14	False		0.7951807228915663	0.8165680473372781					569	6712	369	9027	True	3	4	2	4	-1	0	3	0.80884018	0.912906	0.10406581999999998	mid	mid	LD	LPC
111	aim	intent	11	True	9	4	2	True		0.7951807228915663	0.7804878048780488					569	166	369	195	True	3	1	2	1	-1	0	6	0.75930747	0.69480742	-0.06450005000000003	mid	mid	LPC	LPC
112	air	appearance	12	False	14	9	6	False		0.6928104575163399	0.7421383647798743					5626	2128	9433	1061	True	4	4	4	3	0	-1	8	0.91203433	1.01097781	0.09894347999999997	far	far	LD	LPC
113	air	demeanor	12	False	14	9	1	False		0.6928104575163399	0.9010989010989012		avg	syn		5626	105	9433	142	True	4	1	4	1	0	0	6	0.86985524	0.95903647	0.08918123	mid	far	LD	LPC
114	air	manner	12	False	14	9	3	False		0.6928104575163399	0.8235294117647058					5626	4291	9433	1213	True	4	4	4	3	0	-1	4	0.93695533	0.98570325	0.048747920000000056	far	far	LD	LPC
115	air	sort	12	False	14	9	4	False		0.6928104575163399	0.8571428571428572		avg	syn		5626	3399	9433	2784	True	4	4	4	4	0	0	3	0.9649897	0.91809634	-0.046893359999999995	far	mid	LPC	LPC
116	air	expression	12	False	14	9	9	False		0.6928104575163399	0.7654320987654322					5626	2503	9433	1823	True	4	4	4	4	0	0	9	0.92443958	1.02715588	0.10271629999999998	far	far	LD	LPC
117	air	mien	12	False	14	9	1	False		0.6928104575163399	0.9637305699481864		avgstd	syn	syn	5626	94	9433	16	True	4	1	4	0	0	-1	3	0.82173736	0.92647234	0.10473498000000003	mid	mid	LD	LD
118	air	style	12	False	14	9	9	False		0.6928104575163399	0.8023952095808383					5626	1229	9433	2041	True	4	4	4	4	0	0	5	0.9514885	1.04213085	0.09064234999999998	far	far	LD	LPC
119	air	behavior	12	False	14	9	4	False		0.6928104575163399	0.9528795811518324		avgstd	syn	syn	5626	238	9433	1811	True	4	2	4	4	0	2	5	0.961612	1.08670123	0.12508923000000005	far	far	LD	LD
120	air	fashion	12	False	14	9	4	False		0.6928104575163399	0.9130434782608696		avg	syn		5626	1321	9433	1196	True	4	4	4	3	0	-1	5	0.9998815	1.07865958	0.07877808000000008	far	far	LD	LPC
121	air	port	12	False	14	9	5	False		0.6928104575163399	0.6577181208053691					5626	976	9433	540	True	4	4	4	2	0	-2	3	0.99121317	0.98242633	-0.008786839999999962	far	far	LPC	LPC
122	air	carriage	12	False	14	9	5	False		0.6928104575163399	0.717948717948718					5626	1330	9433	267	True	4	4	4	1	0	-3	6	0.8545796	0.84409599	-0.010483609999999977	mid	mid	LPC	LPC
123	air	loo	12	False	14	9	1	False		0.6928104575163399	0.9528795811518324		avgstd	syn	syn	5626	9	9433	16	False	4	0	4	0	0	0	3	1.06924056	1.01683961	-0.05240095	far	far	LPC	LPC
124	alarm	fright	9	False	8	4	1	True	dismay	0.6666666666666667	0.7730061349693251					626	257	556	109	True	3	2	2	1	-1	-1	6	0.6091302	0.67916933	0.07003913000000006	mid	mid	LD	LPC
125	alarm	solicitude	9	False	8	4	1	False		0.6666666666666667	0.8700564971751412		avg	syn		626	158	556	18	True	3	1	2	0	-1	-1	9	0.71405947	0.95732022	0.24326075000000003	mid	far	LD	LD
126	alarm	apprehension	9	False	8	4	4	False		0.6666666666666667	0.8095238095238095					626	338	556	104	True	3	2	2	1	-1	-1	10	0.63900852	0.68143218	0.042423660000000085	mid	mid	LD	LPC
127	alarm	dread	9	False	8	4	1	False		0.6666666666666667	0.7096774193548387					626	6	556	1	False	3	0	2	0	-1	0	5	0.74390864	0.68712234	-0.056786299999999956	mid	mid	LPC	LPC
128	alarm	misgiving	9	False	8	4	3	False		0.6666666666666667	1.0		avgstd	syn	syn	626	55	556	7	False	3	0	2	0	-1	0	9	0.9075431	0.90593907	-0.0016040300000000896	far	mid	LPC	LPC
129	alarm	terror	9	False	8	4	4	False		0.6666666666666667	0.6394557823129252					626	961	556	613	True	3	4	2	2	-1	-2	5	0.57064392	0.6877974	0.11715348000000003	close	mid	LD	LD
130	alarm	consternation	9	True	8	4	1	True		0.6666666666666667	0.7804878048780488					626	138	556	43	True	3	1	2	0	-1	-1	12	0.46226241	0.74300187	0.28073945999999994	close	mid	LD	LD
131	alarm	fear	9	False	8	4	3	False		0.6666666666666667	0.6486486486486487					626	2028	556	2278	True	3	4	2	4	-1	0	3	0.6888752	0.68540413	-0.0034710700000000205	mid	mid	LPC	LPC
132	alarm	panic	9	False	8	4	2	False		0.6666666666666667	0.8505747126436781		avg	syn		626	263	556	582	True	3	2	2	2	-1	0	5	0.5349351	0.70847925	0.17354415	close	mid	LD	LD
